name_x,nombre_estado,city,name_y,rating,text
Lucky Corner,New Hampshire,Raymond,Ron Petrie,4,Good food
Philippe Chow,New York,New York,Adam Riback,5,Chicken satay! The best!
China Star Chinese Restaurant,Virginia,Roanoke,Dick Jonsen,5,I like them
Tso's Asian Cuisine,New York,Hopewell Junction,Kirsten K,4,Had a work training course to attend down the road. Food was delicious and place is cute and convenient
China Cooks,Georgia,Norcross,Wm Jones,4,Staff is friendly and the food is 👍
Szechuan D'lite,Virginia,Stafford,Josue Paz,4,Good Chinese cuisine. Nice people. Only bad thing is that they like to take their time with the food. Other than that I think this is a great place!
Chop Stick,New York,Deer Park,Billy Knoth (Billy Knoth),5,Love iy
Empire Garden,New York,New Hyde Park,Gregory Partanio,5,Great food but pricey
Grand Asia Market,North Carolina,Raleigh,ami jewell,5,Lots of fun choices ..lots going on
Best Food In Town,New Jersey,Absecon,Earl Fletcher,4,Good
Peking Gourmet,South Carolina,Hopkins,Cynthia Watts,4,Food for thought.
Yummy House Chinese,New York,Bronx,Desi B,1,"Overpriced, small portions and not tasty! Just a huge rip off. Don't waste your time or money."
Good Harvest,New York,Brooklyn,Zhong Wu,4,"(Translated by Google) Haha

(Original)
哈哈"
New Ho Wah,New York,Broadway,Dash Marks,5,"I go to this unique place once a month because I enjoy the special air that is characterizes this place. The team is highly attentive and skilfull. The service is remarkablywonderfully efficient. Needless to say, the food they cook is excellent. I have been there often and I was always satisfied. The payment is decent. I recommend this place to to everybody."
Szechuan Buffet,North Carolina,Wilmington,kenisha jones,3,It was so hot in there and the manager or owner didn't want to turn the fans on.
Jasmine Buffet,South Carolina,Columbia,Tina Kline,5,Awesome food
"Koi Asian Fusion Lounge (25 Brick Blvd, Brick Location, NJ)",New Jersey,Brick Township,angel pardo,4,Great food
Grand Asia Market,North Carolina,Raleigh,Bhavika Mittal,4,Different Asian shops are available at one place. You can find lot of different options here. Helps you to find ingredients from which you can make your country's authentic dishes. Also have restaurant there where you can while you shop.
China Station 老北方麵食館,New York,Stony Brook,Yelena Soto,5,Delisious soups!!😋
Cho-Sen Village,New York,Great Neck,J S,4,Great place. They have a nice back section for private party.. hosts are kind and accommodating to their guests.. food was served in a timely manner. Overall a great experience
Great Wall,Virginia,Bealeton,Gwen Cushman,4,Good food. My sons love the general tso chicken. Good service too.
Chen's Chinese Restaurant,South Carolina,Columbia,M0589,1,"Egg roll was red inside, rice was hard and chicken wings tasted old. Very disappointed."
Great Wall Chinese Restaurant,Massachusetts,Chicopee,Christina Fisk,4,"The food was delicious and the portion generous,   Great price 😊"
Fortune Cooky Restaurant,Maryland,Glen Burnie,Anna Musselman,2,"Subpar food, did not settle well 🤢"
Chen's Wok VII,Georgia,Macon,Joseph Howard,3,Subpar Cinese food.  Not very clean. Food was okay.
Jasmine Buffet,South Carolina,Columbia,Marcia Moorer,5,"Always enjoy myself! Clean, friendly, and something for everyone 😁"
Panda Express,North Carolina,Camp Lejeune,Craig Frank,4,Always quick service
El Palacio Buffet,Florida,Orlando,Kati Bosch,4,"We had to wait a few minutes to be seated but many places you get that. Lovely varieties rice and beans, good empanadas, and tons of choices. If you can't find things you like here you are too picky!"
Ginger Court,Massachusetts,Acton,lawrence wong,5,Good food great price
Sunshine Chinese Restaurant,New York,Huntington,Concerned Citizen,5,"When I moved back to Huntington after 25 years away, I wanted good, straightforward delivery. After a few so-so places, I found Sunshine. EVERYTHING is great! The delivery is so quick that the food is almost too hot to eat when it arrives. The food itself is always delicous. The people who work there are really nice. Hands down, the best Chinese in town!!"
Peter Chang Cafe,Virginia,Glen Allen,Sabari Karthik Saravanan,5,Awesome Chinese food. Love their bamboo fish & fried rice
Grand China Restaurant,South Carolina,Greer,Sarah McIntyre,5,Great food!
Grand China Restaurant,South Carolina,Greer,Zachary Allen!,5,Love the fried rice!
Fortune Cookie,Connecticut,Bridgeport,Sharaya Smith,5,"Fortune Cookie has consistently remained one of the best Chinese food restaurants in Bridgeport. I don't eat as much Chinese food as I did back in the day but I definitely ate there when I lived on the West (side) around 1999 and every now and then I'll go back for some House Special Fried Rice, Crab Rangoon, and General Tso Chicken. Quick, hassle free service because they've been dealing with the community for years and the prices honestly compare to other fast food Chinese restaurants."
Harry's Place,Connecticut,Colchester,Chris Haentjens,5,Great as usual! Love the new wings.
China Grill,North Carolina,Mocksville,Casey Zakamarek,5,These people are always friendly and already know what I'm wanting to order before I even say it. Best Chinese food in the area without a doubt
China Garden Restaurant,Florida,Miami,Jason Keiter,4,Great fresh Chinese food. Decent pricing for portions better than area locations. Another place down the street was closed due to roaches
Oriental Garden,Georgia,Monroe,Zach Hughes,4,"The quality of food in this place rivals big city Chinese take out restaurants. The decor of the restaurant is nice, though I can't recommend dining in because the staff seem more interested in their iPhones than service. However, I give this place 4 stars because I only get lunch specials to go. You get the same amount of food as the dinner portions, but for half the price. I recommend the ""house spicy mustard"" for consumption with the egg rolls. The turmeric laden yellow sauce will clear your sinuses with a flavor reminiscent of wasabi. It's easily the best Chinese food in Walton County, for whatever that title is worth..."
Chefs Bento,Rhode Island,Providence,Sam Mills,3,ok
Lucky Panda,Georgia,Decatur,Andy Dasouza,4,Convenient and open late. Decent chinese food. Freindly staff and tables for eating in or waiting for take out.
Taste of China,North Carolina,Havelock,g smith,1,This was the worst Chinese food that we have ever eaten if you want real Chinese food go to the one in Newport because it is much better and these people do not speak English so they don't understand a damn thing is saying so don't go there their food sucks
Fairview Buffet,New York,Wellsville,Joe Dingey,4,"Haven't had any problems when I've eaten here, many times. Good food."
China Palace Restaurant,South Carolina,Columbia,Randy Mickens,5,Very good 👍
Golden Palace,Georgia,Cumming,Martha Stanford,1,"Very rude male receptionist ,unsual looking piece foreign item in food.The food was tasty tho... minus the foreign thing."
Mr. Wonton,Georgia,Acworth,Emilia Yorish,5,Good prices.
Panda Chinese Restaurant,Georgia,Wilmington Island,YESENIA OSORIO,5,Good food when you want it quick and healthier than burger joints.
China Cafe II,Maryland,California,Kevin Green,5,"Pretty darn good Chinese at pretty darn good prices.  I don't know how they stay in business since there's never anyone else there, but I hope they keep doin' what they're doin'."
China Grill,New York,New York,Nayan Patel,3,Solid food but long wait.
King House,New Jersey,Camden,Brett Lally,1,"The Extremely rude angry old lady working the front will make you want to walk out before you even speak. Not to mention they over charge for food that tastes terrible. The Establishment is very neglected as far as cleaning and maintenance is concerned, I would be afraid to see the cooking Area. There's far too many other Chinese establishments in close proximity to be bothered with the traumatic experience you will have at this place. If it wasn't for the methadone clinic being pretty much attached to the building they wouldn't have a customer base, but as long as addicts want greasy fried food they'll eat the slop served here."
Lan Pan-Asian Cafe,Florida,Miami,lewis siss,1,Server Gianellas service was just not really there. Never once asked how everything was. The California roll had hard cold rice. I even complained about it and she did nothing to compensate. Just really bad experience over all.
China King,Florida,Davenport,F R,5,Really delicious. Tastes like New England style. Dark brown rice and excellent beef teriyaki
Rainbow,New York,Bronx,Mar Port,2,The food was okay wasn't all that impressive.
Lucky Wok,New York,Schenectady,aida rivera,5,They ok
Shun Feng,New York,Brooklyn,Michael Adkins,5,The food is really great😁
Xi'an Famous Foods 西安名吃,New York,Brooklyn,Yaniv L,5,Plenty of vegan options. Spinach dumplings were excellent!
Shun Xin Chinese Restaurant,Virginia,Chesapeake,Amy Klick,5,We love our Chinese food and had a hard time finding a good place to order from when we moved here two years ago. Just by luck a menu came in the mail and we tried it. I'm so happy we did! Ordering and delivery is quick and easy and the staff is very nice and always gives my little girl extra cookies when we pick up.
Long Hing Kitchen,New York,Jamaica,Randy Rampersaud,4,First time ordering from this restaurant and I have to say that I really enjoy the food. It was very tasty and I was very satisfied. I would recommend anyone to try this restaurant out.
